pmcid,paper_type,vaccine_name,vaccine_name_generated,vaccine_target_pathogen,vaccine_target_host,vaccine_model_host,vaccine_delivery_method,vaccine_manufacturer,vaccine_storage_method,vaccine_stage,vaccine_license,vaccine_antigen,vaccine_formulation,vaccine_gene
PMC1444932,full_text,Lactococcus lactis NZ9000 (pSEC:groEL),False,Brucella abortus,"cattle, humans",mice,oral (mucosal immunization),,,research,,GroEL heat-shock protein,Live recombinant Lactococcus lactis expressing secreted GroEL,groEL
PMC10028928,full_text,ID Screen Classical Swine Fever E2 Competition ELISA,False,Classical Swine Fever Virus,Pig,,,IDVet,−20-degree Celsius freezer,licensed,,E2 protein,ELISA test kit,
PMC10580937,full_text,B. abortus S19,False,Brucella abortus,cattle,mouse,,,,licensed,,,,
PMC11502344,full_text,,False,Brucella spp.,"livestock (cattle, goats, sheep)",,,,,research,,,,
PMC8469952,full_text,Brucella abortus RB51,False,Brucella abortus,cattle,,,"CZ Veterinaria, Spain",,licensed,,,,
PMC10311105,full_text,,False,"Brucella spp. (including B. abortus, B. melitensis, B. suis)",dairy cattle,,,,,,,,,
PMC9508002,full_text,ID Screen® classical swine fever E2 competition,False,Classical swine fever virus,Swine,,,"IDvet, France",,,,E2 glycoprotein,,
PMC12144825,full_text,,False,Leptospira spp.,"humans, cattle, pigs, sheep, goats, dogs",,,,,,,"whole inactivated Leptospira (bacterins), serovar-specific antigens (e.g., hardjo, pomona, tarassovi, canicola, icterohaemorrhagiae, ballum)",bacterin (whole inactivated Leptospira),
PMC5234055,full_text,Culture filtrate Brucella abortus antigen (CFBAgs) vaccine,False,Brucella abortus,cattle,"mice (female albino mice, BALB/c)",intraperitoneal injection (IP),,,research,,culture filtrate Brucella abortus antigen (CFBAgs),protein antigen prepared from culture filtrate of B. abortus,
PMC8531295,full_text,,False,Campylobacter hepaticus,laying hens,laying hens,oral administration,,stored at −80°C in 70% Brucella broth and 30% glycerol,research,,whole-cell Campylobacter hepaticus,"bacterin (inactivated whole-cell) prepared from C. hepaticus grown in modified Brucella broth supplemented with 0.4 mM l-cysteine, 4 mM l-glutamine, and 10 mM sodium pyruvate",
PMC4537291,full_text,,False,Brucella (causative agent of brucellosis),cattle,cattle,,,,research,,,,
PMC11693904,full_text,RB51,False,"Brucella spp. (primarily B. abortus, B. melitensis, B. suis)",Cattle (Bos taurus),,"Injection (protocol for heifers aged 4–6 months, revaccination biennially for cows)",Pasteur Institute of Iran,,licensed,,,,
PMC8150597,full_text,Recombinant Sheep Pox Virus Expressing VP1A and OMP25 (rSPPV(RR-)VP1A-(TK-)OMP25),False,Foot-and-mouth disease virus (FMDV) and Brucella spp.,"Small ruminants (sheep, goats); tested in mice",BALB/c mice,Subcutaneous injection,"Research Institute for Biological Safety Problems SC MES RK, Kazakhstan",,research,,"VP1 protein of FMDV type A, Brucella outer membrane protein 25 (OMP25)",Live attenuated recombinant sheep pox virus vector expressing VP1A and OMP25,"VP1A gene (from FMDV type A, GenBank ID: JQ765587), OMP25 gene (from Brucella abortus S19, GenBank ID: CP000887)"
PMC6230451,full_text,Hepatitis B virus vaccine (HBV vaccine),False,Hepatitis B virus,Human,Human,Intramuscular injection,"DIA.PRO (Milano, Italy)",,clinical,,Hepatitis B surface antigen (HBsAg),Recombinant protein vaccine,
PMC9306315,full_text,Rev1Δwzm,False,Brucella melitensis,"sheep (ewes), small ruminants","BALB/c mice, pregnant mice, BeWo cells (trophoblast cell line), pregnant ewes","subcutaneous (SC), intraperitoneal (IP)",,stored at –20°C in 10% skimmed milk with 3% lactose,research,,"O-polysaccharide (O-PS), lipopolysaccharide (LPS), Wzm/Wzt transporter system",live attenuated mutant (in-frame deletion of wzm gene in Rev1 strain),"wzm (deleted), wzt (overexpressed in mutant)"
PMC12043602,full_text,,False,,,,,,,,,,,
PMC10704630,full_text,Foot and Mouth Disease (FMD) Vaccine,False,Foot and Mouth Disease Virus,Cattle (dairy and beef),Cattle,,,,licensed,,,,
PMC4819370,full_text,,False,Brucella spp.,dairy animals (female cattle),,,,,,,,,
PMC12424204,full_text,"Brucella abortus strain 19 (S19), Brucella melitensis strain Rev.1, Brucella abortus strain RB-51",False,"Brucella abortus, Brucella melitensis","Cattle, buffaloes, sheep, goats",,"Live attenuated vaccine administered to female cattle and buffaloes (S19), female sheep and goats (Rev.1), and some farms use RB-51 under veterinary supervision",,,licensed,Licensed for veterinary use in Egypt under national policy and OIE standards,"Live attenuated Brucella abortus strain 19, Brucella melitensis strain Rev.1, Brucella abortus strain RB-51",Live attenuated bacterial vaccine,
PMC7117381,full_text,Equine Rotavirus Vaccine,True,"Equine rotavirus (Group A, G3P[12], G14P[12])","Horse (mare, foal)",,Parenteral (inactivated vaccine administered to dam),"Fort Dodge Animal Health (USA), Nisseiken Co., Ltd. (Japan), manufacturer in Argentina",,licensed,"Licensed in USA, Japan, Argentina","Inactivated whole virus (G3AP[12] strain H-2, G3BP[12] strain HO-5, trivalent: H-2, SA11, NCDV Lincoln)","Monovalent (G3AP[12] or G3BP[12]), Trivalent (H-2, simian SA11, bovine NCDV Lincoln)","VP7 (G3, G14), VP4 (P[12]), NSP4 (potential future target)"
PMC4898012,full_text,S19-OMP-liposome,False,Brucella abortus,,BALB/c mice,subcutaneous,National Dairy Development Board; Santha Biotechnniques (AS Sanofi Company),,research,,outer membrane protein (OMP) of Brucella abortus S19,OMP entrapped in commercial cationic liposome,
PMC11841376,full_text,,False,,,,,,,,,,,
PMC1583926,full_text,Brucella abortus (Strain 19) vaccine,False,Brucella abortus,cattle (calves),cattle (calves),,,,,,Brucella abortus Strain 19,,
PMC4972785,full_text,Brucella abortus S19Δ per mutant,False,Brucella abortus,Cattle,,,,,research,,perosamine synthetase (per gene) deletion mutant,"Live attenuated mutant (per gene deletion, kanamycin resistance cassette insertion)","per (wbkB) gene deletion, replaced with kanamycin resistance gene"
PMC1583952,full_text,Brucella Abortus (Strain 19) Vaccine,False,Brucella abortus,Cattle (calves),,,,,,,Brucella abortus Strain 19,Live attenuated bacterial vaccine,
PMC6535204,full_text,rOMP25 (CS),True,Brucella spp.,"human, animal",BALB/c mice,intraperitoneal injection,,,research,,OMP25 recombinant protein,OMP25 recombinant protein emulsified with chitosan (CS) adjuvant,omp25
PMC1695804,full_text,,False,Brucella,cattle,,,,,,,,,
PMC10374339,full_text,Brucella Rev.1,False,Brucella spp.,"cattle, sheep, goats",,,,,licensed,animal use,,live-attenuated,
PMC7388305,full_text,B. suis strain 2,False,Brucella suis,"animal (unspecified), possibly human",mouse (BV2 microglia cell line),,,,research,,live attenuated B. suis strain 2,live-strain vaccine,
PMC1661430,full_text,Brucella abortus Strain 19 vaccine,False,Brucella abortus,cow,cow,,,,,,Brucella abortus Strain 19,,
PMC1791298,full_text,Calfhood Brucellosis Vaccine,True,Brucella spp.,Cattle,Cattle,,,,,,,,
PMC3147315,full_text,GK-1 oral vaccine,True,Taenia crassiceps,human,mouse,oral,,,research,,GK-1 peptide,"synthetic GK-1 peptide (linear form), with or without Brucella lumazine synthase (BLS) protein adjuvant, or as a chimera recombinantly bound to BLS (BLS-GK-1)",
PMC6073575,full_text,B. abortus strain 19 (S19),False,Brucella abortus,cattle,,,,,licensed,,live attenuated B. abortus,live attenuated vaccine,
PMC1614104,full_text,Strain 19 Brucella Vaccine,False,Brucella,cattle,,,,,,,,,
PMC12765285,full_text,,False,Brucella spp.,"Livestock (cattle, sheep, goats)",,"Mass vaccination campaigns, mobile veterinary units",,Cold-chain logistics,,,,,
PMC8010673,full_text,IFITM3-laden exosome vaccine,True,Brucella M5,mouse,BALB/c mice,intravenous injection (tail vein),,stored at −80°C,research,,Interferon-inducible transmembrane protein 3 (IFITM3) in exosomes,exosomes derived from Brucella M5-infected macrophages RAW264.7 containing IFITM3,IFITM3
PMC6555225,full_text,Brucella abortus RB51 recombinant spheroplast-based vaccine,True,Brucella abortus,"cattle, domestic animals, humans",Brucella abortus RB51 strain,"lipofection (cationic liposome-mediated transformation), electroporation, CaCl2 chemical transformation",,,research,,"ΔureC/kana/LLO (ureC deletion, kanamycin resistance, LLO from Listeria monocytogenes)",recombinant plasmid (pBBR1ori/ΔureC/kana/LLO) delivered to Brucella abortus RB51 spheroplasts,"ΔureC, kana, LLO"
PMC12854410,full_text,,False,,,,,,,,,,,
PMC7096110,full_text,,False,,,,,ID.VET Diagnostics—France,stored at −20°C till use,,,purified B. abortus lipopolysaccharides (Brucella ELISA); major outer-membrane protein (MOMP) antigen (C. abortus ELISA); RVFV nucleoprotein (RVFV ELISA); non-infectious FMDV type O antigen (FMDV ELISA),"Enzyme-Linked Immunosorbent Assay (ELISA) kits for Brucella, C. abortus, RVFV, and FMDV",
PMC11539339,full_text,Brucella strain-19 vaccine,False,Brucella spp.,Cattle (female calves aged <1 year),,Injection,,Cold chain storage,licensed,,Brucella strain-19,,
PMC9486555,full_text,U-Omp19 adjuvant-based oral vaccine formulation,True,,,C57BL/6 mice,oral (gavage),,,research,,U-Omp19 (outer membrane protein 19 from Brucella abortus),"U-Omp19 protein, optionally co-delivered with antigen (e.g., OVA) and depleted of lipopolysaccharide (LPS)",U-Omp19 gene from Brucella abortus
PMC3185330,full_text,,False,Brucella abortus,Cattle,,,"Punjab Veterinary Vaccine Institute, Ludhiana, Punjab",,,,Rose Bengal and plain Brucella antigen,,
PMC11855437,full_text,Brucella abortus strain 19 (S19) and RB51,False,Brucella abortus,"Cattle, buffalo, small ruminants",,Injection,,Cold chain maintenance required,research,,Live attenuated Brucella abortus strain 19 (S19); RB51 is a rough mutant strain deficient in lipopolysaccharide O-antigen,Live attenuated vaccine (S19); RB51 rough mutant strain; potential for inactivated vaccine if developed for local biovar,
PMC5990817,full_text,,False,Brucella spp. (causative agent of bovine brucellosis),"Cattle (Bos taurus), specifically females",Cattle (Bos taurus),"Continuous and pulsed vaccination (method not specified, likely injection)",,,research,,,,
PMC7522958,full_text,,False,Brucella melitensis,"sheep, goats",,,,,,,,,
PMC4773751,full_text,Brucella suis S2,False,Brucella suis,"sheep, goats, cattle, pigs",,oral,,,licensed,,,,
PMC8297390,full_text,"Brucellosis Vaccine (Live, Strain S2)",False,Brucella,sheep,sheep,subcutaneous inoculation,"China Qilu Animal Health Co., Ltd.",,licensed,,Live Brucella abortus Strain S2,live attenuated vaccine,
PMC9874203,full_text,,False,Brucella spp.,"humans, livestock",,,,,,,,,
PMC11486801,full_text,,False,,,,,,,,,,,
PMC10965517,full_text,,False,Brucella spp.,"Livestock (cows, sheep, goats), humans",,,,,,,,,
PMC4983639,full_text,,False,"Rickettsia spp., Coxiella burnetii (Q fever), Rickettsia prowazekii (epidemic typhus), Bordetella pertussis (whooping cough), Brucella spp., Clostridium tetani (tetanus), Variola virus (smallpox), Vibrio cholerae (cholera), Rabies virus",Human,Guinea pig (for brucellosis experiments),,,,research,,,"Live vaccines (for Q fever and epidemic typhus); antitoxin (for whooping cough); immunoglobulins (for whooping cough, tetanus, scarlet fever, streptococcal and meningococcal infections)",
PMC6592108,full_text,Brucellosis vaccine,False,Brucella spp.,"Livestock (cattle, sheep, goats)",,,Razi Vaccine and Serum Research Institute,,,,,,
PMC9608583,full_text,,False,"Brucella spp. (including B. suis, B. abortus, B. melitensis, B. canis, B. pinnipedialis, B. ceti)","Wildlife species (wild boars, brown hares, red foxes, wild deer, marine mammals such as seals, dolphins, whales)",,,,,,,,,
PMC6408662,full_text,,False,Brucella species,human,,,,,,,,,
PMC7987678,full_text,Brucella abortus strain B19 (attenuated) and strain H38 (inactivated) vaccines,False,Brucella abortus,Cattle,,,,,licensed,,"Brucella abortus strain B19 (live attenuated), Brucella abortus strain H38 (inactivated)",Live attenuated (B19) and inactivated (H38),
PMC3454435,full_text,BLS-OVA 257–264,False,,mouse,"C57BL/6J, C57BL/10J, C57BL/10ScNJ, OT-I mice",subcutaneous injection,,frozen in liquid N2 and stored at −20°C,research,,OVA 257–264 peptide (SIINFEKL sequence),"BLS-OVA 257–264 chimera protein in PBS, sometimes with adjuvants (AlOH, CFA, IFA)",BLS gene (lumazine synthase from Brucella spp.) with inserted coding sequence for OVA 257–264 at N terminus
PMC7966683,full_text,IBR inactivated marker vaccine,False,bovine alphaherpesvirus-1 (BoHV-1),cattle,,,,,licensed,,,inactivated marker vaccine,
PMC11801326,full_text,"Brucella subunit vaccine based on rOMP10, rOMP19, and rBP26",True,Brucella spp.,"Cattle, sheep, goats, and other susceptible animals",Mouse (BALB/c),,,,research,,"Recombinant Brucella outer membrane proteins rOMP10, rOMP19, rBP26",Protein-based subunit vaccine,"OMP10, OMP19, BP26"
PMC8708692,full_text,S19 vaccine,False,Brucella abortus,cattle,,,,,,,,,
PMC11800574,full_text,,False,Brucella spp.,"Livestock (cattle, sheep, goats)",,Livestock vaccination campaigns,,,,,,,
PMC5771166,full_text,,False,,Bovine (cattle),,,,,,,,,
PMC3610315,full_text,,False,"Brucella spp. (Brucella abortus, B. melitensis, B. suis, B. canis)",Humans,,,,,,,,,
PMC7029569,full_text,,False,,,,,,,,,,,
PMC10040853,full_text,Gudair,False,Mycobacterium avium subspecies paratuberculosis (MAP),sheep,,,,,licensed,,,,
PMC8743770,full_text,,False,"Brucella (Brucella melitensis, Brucella ovis, Brucella abortus, Brucella suis)","Sheep, Goats",,,,,,,,,
PMC8223549,full_text,,False,"Brucella abortus, Trypanosoma evansi, Coxiella burnetii, Bartonella spp.",Camelus dromedarius (dromedary camel),,,,,,,,,"omp2 (Brucella abortus), ITS1 (Trypanosoma spp.), gltA, rpoB, ITS (Bartonella spp.), transposon-like repetitive region (Coxiella burnetii)"
PMC4644314,full_text,Pneumococcal Conjugate Vaccine (PCV),False,Streptococcus pneumoniae,children under 5 years,,,,,licensed,,pneumococcal polysaccharide conjugated to protein,conjugate vaccine,
PMC1007856,full_text,,False,,,,,,,,,,,
PMC8465933,full_text,Strain 19,False,Brucella abortus,cattle (bovine),,,nationally produced (Ecuador),,licensed,,,live attenuated,
PMC1320068,full_text,,False,Rabies virus,Human,,,,,,,,,
PMC12377559,full_text,,False,Rift Valley fever virus (RVFV),"livestock (cattle, sheep, goats, camels)",,,,,,,,live attenuated and inactivated vaccines (for livestock),
PMC6087701,full_text,Ag-Cu nanoalloy antibacterial agent,True,"Escherichia coli, Listeria monocytogenes, Brucella abortus",,,,,,research,,,"Ag-Cu nanoalloy (75% Ag, 25% Cu) biosynthesized by Lactobacillus casei ATCC 39392",
PMC9691505,full_text,Brucella vaccine (S2 and A19 strains),False,Brucella,Animal,,,Zhongmu Lanzhou biopharmaceutical plant,,licensed,,Brucella S2 and A19 strains,,
PMC121365,full_text,,False,Escherichia coli O157:H7,cattle,cattle,,,,,,E. coli O157:H7 lipopolysaccharide (LPS),,
PMC12417113,full_text,EG95 recombinant antigen vaccine,False,Echinococcus granulosus,sheep,,,,,licensed,,EG95 recombinant antigen,recombinant subunit vaccine,EG95
PMC5602868,full_text,Measles-mumps-rubella vaccine,False,"Measles virus, Mumps virus, Rubella virus",Human,,Injection,,,licensed,,,,
PMC12245694,full_text,"HerdChek IBR/BHV-1 gB-Ab test, IDEXX IBR gB-Ab Test",False,Bovine herpesvirus-1 (BoHV-1),Cattle,,,IDEXX,Serum samples preserved at −20°C,research,,glycoprotein-B (gB) of BoHV-1,ELISA kit for detection of antibodies,BoHV-1 gB gene
PMC11346334,full_text,,False,"Brucella genus (including B. abortus, B. melitensis, B. suis)","small ruminants (sheep, goats), dromedary camels",,,,,,,purified lipopolysaccharide (LPS) antigen (used in ELISA tests),,Brucella cell surface 31 kDa protein (bcsp31)
PMC6176146,full_text,Brucella abortus vaccine,False,Brucella abortus,Cattle,,,,,licensed,,,,
PMC9371861,full_text,Rabies vaccine,False,Rabies virus,Human (veterinarians),,,,,,,,,
PMC3696850,full_text,H. pylori LPS-based vaccine,True,Helicobacter pylori,Human,"Mouse, Rabbit",Intramuscular injection,,,research,,Lipopolysaccharide (LPS) from H. pylori (serotype O2 and others),"Purified H. pylori LPS, with or without CpG oligonucleotide adjuvant",
PMC10805025,full_text,,False,,,,,,,,,,,
PMC12805956,full_text,,False,,,,,,,,,,,
PMC11648563,full_text,L7/L12-based multiepitope vaccine (MEV) candidate for Brucella melitensis,True,Brucella melitensis,Humans,,,,,research,,L7/L12 ribosomal protein,Multiepitope vaccine (MEV) based on predicted B-cell and T-cell epitopes of L7/L12,AAL51929.1
